r,phi[0],phi[1],
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
nan,2.46073,0,
