0.,0.,0.6989700043360189
0.,0.005,3.6960448207456893
0.,0.01,3.695486362818757
0.,0.015,3.694555700416781
0.,0.02,3.6932529804043224
0.,0.025,3.691578406356332
0.,0.03,3.6895322373830464
0.,0.035,3.6871147863398805
0.,0.04,3.684326417545625
0.,0.045,3.6811675440430505
0.,0.05,3.67763862440434
0.,0.055,3.673740159077159
0.,0.06,3.669472686257695
0.,0.065,3.6648367772780075
0.,0.07,3.6598330314889473
0.,0.075,3.6544620706189064
0.,0.08,3.6487245325850437
0.,0.085,3.6426210647304007
0.,0.09,3.63615231645617
0.,0.095,3.6293189311620604
0.,0.1,3.622121539640876
0.,0.105,3.6145607544417597
0.,0.11,3.606637156705325
0.,0.115,3.5983512849452803
0.,0.12,3.589703623372123
0.,0.125,3.5806945892411672
0.,0.13,3.571324519134196
0.,0.135,3.561593654076254
0.,0.14,3.5515021233688637
0.,0.145,3.54104992700939
0.,0.15,3.5302369165404306
0.,0.155,3.5190627741543827
0.,0.16,3.507526989847296
0.,0.165,3.4956288363848285
0.,0.17,3.483367341803413
0.,0.17500000000000002,3.4707412591250346
0.,0.18,3.4577490329463503
0.,0.185,3.444388782197879
0.,0.19,3.4306582696534456
0.,0.195,3.4165548295146815
0.,0.2,3.4020753188402577
0.,0.20500000000000002,3.3872160601029973
0.,0.21,3.3719727763579628
0.,0.215,3.356340517761615
0.,0.22,3.340313577916342
0.,0.225,3.3238854002797087
0.,0.23,3.3070485086887778
0.,0.23500000000000001,3.2897943787460915
0.,0.24,3.2721132598396716
0.,0.245,3.253994002360671
0.,0.25,3.235423855418984
0.,0.255,3.216388227295141
0.,0.26,3.196870406205912
0.,0.265,3.1768512954282273
0.,0.27,3.1563089779138593
0.,0.275,3.1352181608928866
0.,0.28,3.113549548808292
0.,0.28500000000000003,3.091269061264797
0.,0.29,3.068336864427001
0.,0.295,3.04470625247981
0.,0.3,3.020321942077345
0.,0.305,2.9951178444836515
0.,0.31,2.9690141571769813
0.,0.315,2.9419133886967392
0.,0.32,2.913695012194614
0.2,0.,9.864229406718872
0.2,0.005,3.925702663296928
0.2,0.01,3.754741589693102
0.2,0.015,3.721038140383953
0.2,0.02,3.708171093930774
0.2,0.025,3.7011272560592086
0.2,0.03,3.6961600301447066
0.2,0.035,3.6919797763142332
0.2,0.04,3.6880466856821923
0.2,0.045,3.6841027318344004
0.2,0.05,3.6800121251082016
0.2,0.055,3.6756980154174137
0.2,0.06,3.671114383683898
