r,phi[0],phi[1],
71.2383,2.46073,0,
71.7821,2.46073,0,
72.3259,2.46073,0,
72.8697,2.46073,0,
73.4135,2.46073,0,
73.9573,2.46073,0,
74.5011,2.46073,0,
75.0449,2.46073,0,
75.5887,2.46073,0,
76.1325,2.46073,0,
76.6763,2.46073,0,
77.2201,2.46073,0,
77.7639,2.46073,0,
78.3077,2.46073,0,
78.8515,2.46073,0,
79.3953,2.46073,0,
79.9391,2.46073,0,
80.4829,2.46073,0,
81.0267,2.46073,0,
81.5705,2.46073,0,
82.1143,2.46073,0,
82.6581,2.46073,0,
83.2019,2.46073,0,
83.7457,2.46073,0,
84.2895,2.46073,0,
84.8333,2.46073,0,
85.3771,2.46073,0,
85.9209,2.46073,0,
86.4648,2.46073,0,
87.0086,2.46073,0,
87.5524,2.46073,0,
88.0962,2.46073,0,
88.64,2.46073,0,
89.1838,2.46073,0,
89.7276,2.46073,0,
90.2714,2.46073,0,
90.8152,2.46073,0,
91.359,2.46073,0,
91.9028,2.46073,0,
92.4466,2.46073,0,
92.9904,2.46073,0,
93.5342,2.46073,0,
94.078,2.46073,0,
94.6218,2.46073,0,
95.1656,2.46073,0,
95.7094,2.46073,0,
96.2532,2.46073,0,
96.797,2.46073,0,
97.3408,2.46073,0,
97.8846,2.46073,0,
98.4284,2.46073,0,
98.9722,2.46073,0,
99.516,2.46073,0,
100.06,2.46073,0,
100.604,2.46073,0,
101.147,2.46073,0,
101.691,2.46073,0,
102.235,2.46073,0,
102.779,2.46073,0,
103.323,2.46073,0,
103.866,2.46073,0,
104.41,2.46073,0,
104.954,2.46073,0,
105.498,2.46073,0,
106.042,2.46073,0,
106.585,2.46073,0,
107.129,2.46073,0,
107.673,2.46073,0,
108.217,2.46073,0,
108.761,2.46073,0,
109.304,2.46073,0,
109.848,2.46073,0,
110.392,2.46073,0,
110.936,2.46073,0,
111.48,2.46073,0,
112.024,2.46073,0,
112.567,2.46073,0,
113.111,2.46073,0,
113.655,2.46073,0,
114.199,2.46073,0,
114.743,2.46073,0,
115.286,2.46073,0,
115.83,2.46073,0,
116.374,2.46073,0,
116.918,2.46073,0,
117.462,2.46073,0,
118.005,2.46073,0,
118.549,2.46073,0,
119.093,2.46073,0,
119.637,2.46073,0,
120.181,2.46073,0,
120.724,2.46073,0,
121.268,2.46073,0,
121.812,2.46073,0,
122.356,2.46073,0,
122.9,2.46073,0,
123.443,2.46073,0,
123.987,2.46073,0,
124.531,2.46073,0,
125.075,2.46073,0,
125.619,2.46073,0,
126.162,2.46073,0,
126.706,2.46073,0,
127.25,2.46073,0,
127.794,2.46073,0,
128.338,2.46073,0,
128.881,2.46073,0,
129.425,2.46073,0,
129.969,2.46073,0,
130.513,2.46073,0,
131.057,2.46073,0,
131.6,2.46073,0,
132.144,2.46073,0,
132.688,2.46073,0,
133.232,2.46073,0,
133.776,2.46073,0,
134.319,2.46073,0,
134.863,2.46073,0,
135.407,2.46073,0,
135.951,2.46073,0,
136.495,2.46073,0,
137.038,2.46073,0,
137.582,2.46073,0,
138.126,2.46073,0,
138.67,2.46073,0,
139.214,2.46073,0,
139.757,2.46073,0,
140.301,2.46073,0,
140.845,2.46073,0,
141.389,2.46073,0,
141.933,2.46073,0,
142.477,2.46073,0,
143.02,2.46073,0,
143.564,2.46073,0,
144.108,2.46073,0,
144.652,2.46073,0,
145.196,2.46073,0,
145.739,2.46073,0,
146.283,2.46073,0,
146.827,2.46073,0,
147.371,2.46073,0,
147.915,2.46073,0,
148.458,2.46073,0,
149.002,2.46073,0,
149.546,2.46073,0,
150.09,2.46073,0,
150.634,2.46073,0,
151.177,2.46073,0,
151.721,2.46073,0,
152.265,2.46073,0,
152.809,2.46073,0,
153.353,2.46073,0,
153.896,2.46073,0,
154.44,2.46073,0,
154.984,2.46073,0,
155.528,2.46073,0,
156.072,2.46073,0,
156.615,2.46073,0,
157.159,2.46073,0,
157.703,2.46073,0,
158.247,2.46073,0,
158.791,2.46073,0,
159.334,2.46073,0,
159.878,2.46073,0,
160.422,2.46073,0,
160.966,2.46073,0,
161.51,2.46073,0,
162.053,2.46073,0,
162.597,2.46073,0,
163.141,2.46073,0,
163.685,2.46073,0,
164.229,2.46073,0,
164.772,2.46073,0,
165.316,2.46073,0,
165.86,2.46073,0,
166.404,2.46073,0,
166.948,2.46073,0,
167.491,2.46073,0,
168.035,2.46073,0,
168.579,2.46073,0,
169.123,2.46073,0,
169.667,2.46073,0,
170.21,2.46073,0,
170.754,2.46073,0,
171.298,2.46073,0,
171.842,2.46073,0,
172.386,2.46073,0,
172.93,2.46073,0,
173.473,2.46073,0,
174.017,2.46073,0,
174.561,2.46073,0,
175.105,2.46073,0,
175.649,2.46073,0,
176.192,2.46073,0,
176.736,2.46073,0,
177.28,2.46073,0,
177.824,2.46073,0,
178.368,2.46073,0,
178.911,2.46073,0,
179.455,2.46073,0,
179.999,2.46073,0,
180.543,2.46073,0,
181.087,2.46073,0,
181.63,2.46073,0,
182.174,2.46073,0,
182.718,2.46073,0,
183.262,2.46073,0,
183.806,2.46073,0,
184.349,2.46073,0,
184.893,2.46073,0,
185.437,2.46073,0,
185.981,2.46073,0,
186.525,2.46073,0,
187.068,2.46073,0,
187.612,2.46073,0,
188.156,2.46073,0,
188.7,2.46073,0,
189.244,2.46073,0,
189.787,2.46073,0,
190.331,2.46073,0,
190.875,2.46073,0,
191.419,2.46073,0,
191.963,2.46073,0,
192.506,2.46073,0,
193.05,2.46073,0,
193.594,2.46073,0,
194.138,2.46073,0,
194.682,2.46073,0,
195.225,2.46073,0,
195.769,2.46073,0,
196.313,2.46073,0,
196.857,2.46073,0,
197.401,2.46073,0,
197.944,2.46073,0,
198.488,2.46073,0,
199.032,2.46073,0,
199.576,2.46073,0,
200.12,2.46073,0,
200.663,2.46073,0,
201.207,2.46073,0,
201.751,2.46073,0,
202.295,2.46073,0,
202.839,2.46073,0,
203.382,2.46073,0,
203.926,2.46073,0,
204.47,2.46073,0,
205.014,2.46073,0,
205.558,2.46073,0,
206.102,2.46073,0,
206.645,2.46073,0,
207.189,2.46073,0,
207.733,2.46073,0,
208.277,2.46073,0,
208.821,2.46073,0,
209.364,2.46073,0,
209.908,2.46073,0,
210.452,2.46073,0,
210.996,2.46073,0,
211.54,2.46073,0,
212.083,2.46073,0,
212.627,2.46073,0,
213.171,2.46073,0,
213.715,2.46073,0,
214.259,2.46073,0,
214.802,2.46073,0,
215.346,2.46073,0,
215.89,2.46073,0,
216.434,2.46073,0,
216.978,2.46073,0,
217.521,2.46073,0,
218.065,2.46073,0,
218.609,2.46073,0,
219.153,2.46073,0,
219.697,2.46073,0,
220.24,2.46073,0,
220.784,2.46073,0,
221.328,2.46073,0,
221.872,2.46073,0,
222.416,2.46073,0,
222.959,2.46073,0,
223.503,2.46073,0,
224.047,2.46073,0,
224.591,2.46073,0,
225.135,2.46073,0,
225.678,2.46073,0,
226.222,2.46073,0,
226.766,2.46073,0,
227.31,2.46073,0,
227.854,2.46073,0,
228.397,2.46073,0,
228.941,2.46073,0,
229.485,2.46073,0,
230.029,2.46073,0,
230.573,2.46073,0,
231.116,2.46073,0,
231.66,2.46073,0,
232.204,2.46073,0,
232.748,2.46073,0,
233.292,2.46073,0,
233.835,2.46073,0,
234.379,2.46073,0,
234.923,2.46073,0,
235.467,2.46073,0,
236.011,2.46073,0,
236.555,2.46073,0,
237.098,2.46073,0,
237.642,2.46073,0,
238.186,2.46073,0,
238.73,2.46073,0,
239.274,2.46073,0,
239.817,2.46073,0,
240.361,2.46073,0,
240.905,2.46073,0,
241.449,2.46073,0,
241.993,2.46073,0,
242.536,2.46073,0,
243.08,2.46073,0,
243.624,2.46073,0,
244.168,2.46073,0,
244.712,2.46073,0,
245.255,2.46073,0,
245.799,2.46073,0,
246.343,2.46073,0,
246.887,2.46073,0,
247.431,2.46073,0,
247.974,2.46073,0,
248.518,2.46073,0,
249.062,2.46073,0,
249.606,2.46073,0,
250.15,2.46073,0,
250.693,2.46073,0,
251.237,2.46073,0,
251.781,2.46073,0,
252.325,2.46073,0,
252.869,2.46073,0,
253.412,2.46073,0,
253.956,2.46073,0,
254.5,2.46073,0,
255.044,2.46073,0,
255.588,2.46073,0,
256.131,2.46073,0,
256.675,2.46073,0,
257.219,2.46073,0,
257.763,2.46073,0,
258.307,2.46073,0,
258.85,2.46073,0,
259.394,2.46073,0,
259.938,2.46073,0,
260.482,2.46073,0,
261.026,2.46073,0,
261.569,2.46073,0,
262.113,2.46073,0,
262.657,2.46073,0,
263.201,2.46073,0,
263.745,2.46073,0,
264.288,2.46073,0,
264.832,2.46073,0,
265.376,2.46073,0,
265.92,2.46073,0,
266.464,2.46073,0,
267.008,2.46073,0,
267.551,2.46073,0,
268.095,2.46073,0,
268.639,2.46073,0,
269.183,2.46073,0,
269.727,2.46073,0,
270.27,2.46073,0,
270.814,2.46073,0,
271.358,2.46073,0,
271.902,2.46073,0,
272.446,2.46073,0,
272.989,2.46073,0,
273.533,2.46073,0,
274.077,2.46073,0,
274.621,2.46073,0,
275.165,2.46073,0,
275.708,2.46073,0,
276.252,2.46073,0,
276.796,2.46073,0,
277.34,2.46073,0,
277.884,2.46073,0,
278.427,2.46073,0,
278.971,2.46073,0,
279.515,2.46073,0,
280.059,2.46073,0,
280.603,2.46073,0,
281.146,2.46073,0,
281.69,2.46073,0,
282.234,2.46073,0,
282.778,2.46073,0,
283.322,2.46073,0,
283.865,2.46073,0,
284.409,2.46073,0,
284.953,2.46073,0,
285.497,2.46073,0,
286.041,2.46073,0,
286.584,2.46073,0,
287.128,2.46073,0,
287.672,2.46073,0,
288.216,2.46073,0,
288.76,2.46073,0,
289.303,2.46073,0,
289.847,2.46073,0,
290.391,2.46073,0,
290.935,2.46073,0,
291.479,2.46073,0,
292.022,2.46073,0,
292.566,2.46073,0,
293.11,2.46073,0,
293.654,2.46073,0,
294.198,2.46073,0,
294.741,2.46073,0,
295.285,2.46073,0,
295.829,2.46073,0,
296.373,2.46073,0,
296.917,2.46073,0,
297.46,2.46073,0,
298.004,2.46073,0,
298.548,2.46073,0,
299.092,2.46073,0,
299.636,2.46073,0,
300.18,2.46073,0,
300.723,2.46073,0,
301.267,2.46073,0,
301.811,2.46073,0,
302.355,2.46073,0,
302.899,2.46073,0,
303.442,2.46073,0,
303.986,2.46073,0,
304.53,2.46073,0,
305.074,2.46073,0,
305.618,2.46073,0,
306.161,2.46073,0,
306.705,2.46073,0,
307.249,2.46073,0,
307.793,2.46073,0,
308.337,2.46073,0,
308.88,2.46073,0,
309.424,2.46073,0,
309.968,2.46073,0,
310.512,2.46073,0,
311.056,2.46073,0,
311.599,2.46073,0,
312.143,2.46073,0,
312.687,2.46073,0,
313.231,2.46073,0,
313.775,2.46073,0,
314.318,2.46073,0,
314.862,2.46073,0,
315.406,2.46073,0,
315.95,2.46073,0,
316.494,2.46073,0,
317.037,2.46073,0,
317.581,2.46073,0,
318.125,2.46073,0,
318.669,2.46073,0,
319.213,2.46073,0,
319.756,2.46073,0,
320.3,2.46073,0,
320.844,2.46073,0,
321.388,2.46073,0,
321.932,2.46073,0,
322.475,2.46073,0,
323.019,2.46073,0,
323.563,2.46073,0,
324.107,2.46073,0,
324.651,2.46073,0,
325.194,2.46073,0,
325.738,2.46073,0,
326.282,2.46073,0,
326.826,2.46073,0,
327.37,2.46073,0,
327.913,2.46073,0,
328.457,2.46073,0,
329.001,2.46073,0,
329.545,2.46073,0,
330.089,2.46073,0,
330.633,2.46073,0,
331.176,2.46073,0,
331.72,2.46073,0,
332.264,2.46073,0,
332.808,2.46073,0,
333.352,2.46073,0,
333.895,2.46073,0,
334.439,2.46073,0,
334.983,2.46073,0,
335.527,2.46073,0,
336.071,2.46073,0,
336.614,2.46073,0,
337.158,2.46073,0,
337.702,2.46073,0,
338.246,2.46073,0,
338.79,2.46073,0,
339.333,2.46073,0,
339.877,2.46073,0,
340.421,2.46073,0,
340.965,2.46073,0,
341.509,2.46073,0,
342.052,2.46073,0,
342.596,2.46073,0,
343.14,2.46073,0,
343.684,2.46073,0,
344.228,2.46073,0,
344.771,2.46073,0,
345.315,2.46073,0,
345.859,2.46073,0,
346.403,2.46073,0,
346.947,2.46073,0,
347.49,2.46073,0,
348.034,2.46073,0,
348.578,2.46073,0,
349.122,2.46073,0,
349.666,2.46073,0,
350.209,2.46073,0,
350.753,2.46073,0,
351.297,2.46073,0,
351.841,2.46073,0,
352.385,2.46073,0,
352.928,2.46073,0,
353.472,2.46073,0,
354.016,2.46073,0,
354.56,2.46073,0,
355.104,2.46073,0,
355.647,2.46073,0,
356.191,2.46073,0,
356.735,2.46073,0,
357.279,2.46073,0,
357.823,2.46073,0,
358.366,2.46073,0,
358.91,2.46073,0,
359.454,2.46073,0,
359.998,2.46073,0,
360.542,2.46073,0,
361.086,2.46073,0,
361.629,2.46073,0,
362.173,2.46073,0,
362.717,2.46073,0,
363.261,2.46073,0,
363.805,2.46073,0,
364.348,2.46073,0,
364.892,2.46073,0,
365.436,2.46073,0,
365.98,2.46073,0,
366.524,2.46073,0,
367.067,2.46073,0,
367.611,2.46073,0,
368.155,2.46073,0,
368.699,2.46073,0,
369.243,2.46073,0,
369.786,2.46073,0,
370.33,2.46073,0,
370.874,2.46073,0,
371.418,2.46073,0,
371.962,2.46073,0,
372.505,2.46073,0,
373.049,2.46073,0,
373.593,2.46073,0,
374.137,2.46073,0,
374.681,2.46073,0,
375.224,2.46073,0,
375.768,2.46073,0,
376.312,2.46073,0,
376.856,2.46073,0,
377.4,2.46073,0,
377.943,2.46073,0,
378.487,2.46073,0,
379.031,2.46073,0,
379.575,2.46073,0,
380.119,2.46073,0,
380.662,2.46073,0,
381.206,2.46073,0,
381.75,2.46073,0,
382.294,2.46073,0,
382.838,2.46073,0,
383.381,2.46073,0,
383.925,2.46073,0,
384.469,2.46073,0,
385.013,2.46073,0,
385.557,2.46073,0,
386.1,2.46073,0,
386.644,2.46073,0,
387.188,2.46073,0,
387.732,2.46073,0,
388.276,2.46073,0,
388.819,2.46073,0,
389.363,2.46073,0,
389.907,2.46073,0,
390.451,2.46073,0,
390.995,2.46073,0,
391.538,2.46073,0,
392.082,2.46073,0,
392.626,2.46073,0,
393.17,2.46073,0,
393.714,2.46073,0,
394.258,2.46073,0,
394.801,2.46073,0,
395.345,2.46073,0,
395.889,2.46073,0,
396.433,2.46073,0,
396.977,2.46073,0,
397.52,2.46073,0,
398.064,2.46073,0,
398.608,2.46073,0,
399.152,2.46073,0,
399.696,2.46073,0,
400.239,2.46073,0,
400.783,2.46073,0,
401.327,2.46073,0,
401.871,2.46073,0,
402.415,2.46073,0,
402.958,2.46073,0,
403.502,2.46073,0,
404.046,2.46073,0,
404.59,2.46073,0,
405.134,2.46073,0,
405.677,2.46073,0,
406.221,2.46073,0,
406.765,2.46073,0,
407.309,2.46073,0,
407.853,2.46073,0,
408.396,2.46073,0,
408.94,2.46073,0,
409.484,2.46073,0,
410.028,2.46073,0,
410.572,2.46073,0,
411.115,2.46073,0,
411.659,2.46073,0,
412.203,2.46073,0,
412.747,2.46073,0,
413.291,2.46073,0,
413.834,2.46073,0,
414.378,2.46073,0,
414.922,2.46073,0,
415.466,2.46073,0,
416.01,2.46073,0,
416.553,2.46073,0,
417.097,2.46073,0,
417.641,2.46073,0,
418.185,2.46073,0,
418.729,2.46073,0,
419.272,2.46073,0,
419.816,2.46073,0,
420.36,2.46073,0,
420.904,2.46073,0,
421.448,2.46073,0,
421.991,2.46073,0,
422.535,2.46073,0,
423.079,2.46073,0,
423.623,2.46073,0,
424.167,2.46073,0,
424.711,2.46073,0,
425.254,2.46073,0,
425.798,2.46073,0,
426.342,2.46073,0,
426.886,2.46073,0,
427.43,2.46073,0,
427.973,2.46073,0,
428.517,2.46073,0,
429.061,2.46073,0,
429.605,2.46073,0,
430.149,2.46073,0,
430.692,2.46073,0,
431.236,2.46073,0,
431.78,2.46073,0,
432.324,2.46073,0,
432.868,2.46073,0,
433.411,2.46073,0,
433.955,2.46073,0,
434.499,2.46073,0,
435.043,2.46073,0,
435.587,2.46073,0,
436.13,2.46073,0,
436.674,2.46073,0,
437.218,2.46073,0,
437.762,2.46073,0,
438.306,2.46073,0,
438.849,2.46073,0,
439.393,2.46073,0,
439.937,2.46073,0,
440.481,2.46073,0,
441.025,2.46073,0,
441.568,2.46073,0,
442.112,2.46073,0,
442.656,2.46073,0,
443.2,2.46073,0,
443.744,2.46073,0,
444.287,2.46073,0,
444.831,2.46073,0,
445.375,2.46073,0,
445.919,2.46073,0,
446.463,2.46073,0,
447.006,2.46073,0,
447.55,2.46073,0,
448.094,2.46073,0,
448.638,2.46073,0,
449.182,2.46073,0,
449.725,2.46073,0,
450.269,2.46073,0,
450.813,2.46073,0,
451.357,2.46073,0,
451.901,2.46073,0,
452.444,2.46073,0,
452.988,2.46073,0,
453.532,2.46073,0,
454.076,2.46073,0,
454.62,2.46073,0,
455.164,2.46073,0,
455.707,2.46073,0,
456.251,2.46073,0,
456.795,2.46073,0,
457.339,2.46073,0,
457.883,2.46073,0,
458.426,2.46073,0,
458.97,2.46073,0,
459.514,2.46073,0,
460.058,2.46073,0,
460.602,2.46073,0,
461.145,2.46073,0,
461.689,2.46073,0,
462.233,2.46073,0,
462.777,2.46073,0,
463.321,2.46073,0,
463.864,2.46073,0,
464.408,2.46073,0,
464.952,2.46073,0,
465.496,2.46073,0,
466.04,2.46073,0,
466.583,2.46073,0,
467.127,2.46073,0,
467.671,2.46073,0,
468.215,2.46073,0,
468.759,2.46073,0,
469.302,2.46073,0,
469.846,2.46073,0,
470.39,2.46073,0,
470.934,2.46073,0,
471.478,2.46073,0,
472.021,2.46073,0,
472.565,2.46073,0,
473.109,2.46073,0,
473.653,2.46073,0,
474.197,2.46073,0,
474.74,2.46073,0,
475.284,2.46073,0,
475.828,2.46073,0,
476.372,2.46073,0,
476.916,2.46073,0,
477.459,2.46073,0,
478.003,2.46073,0,
478.547,2.46073,0,
479.091,2.46073,0,
479.635,2.46073,0,
480.178,2.46073,0,
480.722,2.46073,0,
481.266,2.46073,0,
481.81,2.46073,0,
482.354,2.46073,0,
482.897,2.46073,0,
483.441,2.46073,0,
483.985,2.46073,0,
484.529,2.46073,0,
485.073,2.46073,0,
485.616,2.46073,0,
486.16,2.46073,0,
486.704,2.46073,0,
487.248,2.46073,0,
487.792,2.46073,0,
488.336,2.46073,0,
488.879,2.46073,0,
489.423,2.46073,0,
489.967,2.46073,0,
490.511,2.46073,0,
491.055,2.46073,0,
491.598,2.46073,0,
492.142,2.46073,0,
492.686,2.46073,0,
493.23,2.46073,0,
493.774,2.46073,0,
494.317,2.46073,0,
494.861,2.46073,0,
495.405,2.46073,0,
495.949,2.46073,0,
496.493,2.46073,0,
497.036,2.46073,0,
497.58,2.46073,0,
498.124,2.46073,0,
498.668,2.46073,0,
499.212,2.46073,0,
499.755,2.46073,0,
500.299,2.46073,0,
500.843,2.46073,0,
501.387,2.46073,0,
501.931,2.46073,0,
502.474,2.46073,0,
503.018,2.46073,0,
503.562,2.46073,0,
504.106,2.46073,0,
504.65,2.46073,0,
505.193,2.46073,0,
505.737,2.46073,0,
506.281,2.46073,0,
506.825,2.46073,0,
507.369,2.46073,0,
507.912,2.46073,0,
508.456,2.46073,0,
509,2.46073,0,
509.544,2.46073,0,
510.088,2.46073,0,
510.631,2.46073,0,
511.175,2.46073,0,
511.719,2.46073,0,
512.263,2.46073,0,
512.807,2.46073,0,
513.35,2.46073,0,
513.894,2.46073,0,
514.438,2.46073,0,
514.982,2.46073,0,
515.526,2.46073,0,
516.069,2.46073,0,
516.613,2.46073,0,
517.157,2.46073,0,
517.701,2.46073,0,
518.245,2.46073,0,
518.789,2.46073,0,
519.332,2.46073,0,
519.876,2.46073,0,
520.42,2.46073,0,
520.964,2.46073,0,
521.508,2.46073,0,
522.051,2.46073,0,
522.595,2.46073,0,
523.139,2.46073,0,
523.683,2.46073,0,
524.227,2.46073,0,
524.77,2.46073,0,
525.314,2.46073,0,
525.858,2.46073,0,
526.402,2.46073,0,
526.946,2.46073,0,
527.489,2.46073,0,
528.033,2.46073,0,
528.577,2.46073,0,
529.121,2.46073,0,
529.665,2.46073,0,
530.208,2.46073,0,
530.752,2.46073,0,
531.296,2.46073,0,
531.84,2.46073,0,
532.384,2.46073,0,
532.927,2.46073,0,
533.471,2.46073,0,
534.015,2.46073,0,
534.559,2.46073,0,
535.103,2.46073,0,
535.646,2.46073,0,
536.19,2.46073,0,
536.734,2.46073,0,
537.278,2.46073,0,
537.822,2.46073,0,
538.365,2.46073,0,
538.909,2.46073,0,
539.453,2.46073,0,
539.997,2.46073,0,
540.541,2.46073,0,
541.084,2.46073,0,
541.628,2.46073,0,
542.172,2.46073,0,
542.716,2.46073,0,
543.26,2.46073,0,
543.803,2.46073,0,
544.347,2.46073,0,
544.891,2.46073,0,
545.435,2.46073,0,
545.979,2.46073,0,
546.522,2.46073,0,
547.066,2.46073,0,
547.61,2.46073,0,
548.154,2.46073,0,
548.698,2.46073,0,
549.242,2.46073,0,
549.785,2.46073,0,
550.329,2.46073,0,
550.873,2.46073,0,
551.417,2.46073,0,
551.961,2.46073,0,
552.504,2.46073,0,
553.048,2.46073,0,
553.592,2.46073,0,
554.136,2.46073,0,
554.68,2.46073,0,
555.223,2.46073,0,
555.767,2.46073,0,
556.311,2.46073,0,
556.855,2.46073,0,
557.399,2.46073,0,
557.942,2.46073,0,
558.486,2.46073,0,
559.03,2.46073,0,
559.574,2.46073,0,
560.118,2.46073,0,
560.661,2.46073,0,
561.205,2.46073,0,
561.749,2.46073,0,
562.293,2.46073,0,
562.837,2.46073,0,
563.38,2.46073,0,
563.924,2.46073,0,
564.468,2.46073,0,
565.012,2.46073,0,
565.556,2.46073,0,
566.099,2.46073,0,
566.643,2.46073,0,
567.187,2.46073,0,
567.731,2.46073,0,
568.275,2.46073,0,
568.818,2.46073,0,
569.362,2.46073,0,
569.906,2.46073,0,
570.45,2.46073,0,
570.994,2.46073,0,
571.537,2.46073,0,
572.081,2.46073,0,
572.625,2.46073,0,
573.169,2.46073,0,
573.713,2.46073,0,
574.256,2.46073,0,
574.8,2.46073,0,
575.344,2.46073,0,
575.888,2.46073,0,
576.432,2.46073,0,
576.975,2.46073,0,
577.519,2.46073,0,
578.063,2.46073,0,
578.607,2.46073,0,
579.151,2.46073,0,
579.694,2.46073,0,
580.238,2.46073,0,
580.782,2.46073,0,
581.326,2.46073,0,
581.87,2.46073,0,
582.414,2.46073,0,
582.957,2.46073,0,
583.501,2.46073,0,
584.045,2.46073,0,
584.589,2.46073,0,
585.133,2.46073,0,
585.676,2.46073,0,
586.22,2.46073,0,
586.764,2.46073,0,
587.308,2.46073,0,
587.852,2.46073,0,
588.395,2.46073,0,
588.939,2.46073,0,
589.483,2.46073,0,
590.027,2.46073,0,
590.571,2.46073,0,
591.114,2.46073,0,
591.658,2.46073,0,
592.202,2.46073,0,
592.746,2.46073,0,
593.29,2.46073,0,
593.833,2.46073,0,
594.377,2.46073,0,
594.921,2.46073,0,
595.465,2.46073,0,
596.009,2.46073,0,
596.552,2.46073,0,
597.096,2.46073,0,
597.64,2.46073,0,
598.184,2.46073,0,
598.728,2.46073,0,
599.271,2.46073,0,
599.815,2.46073,0,
600.359,2.46073,0,
600.903,2.46073,0,
601.447,2.46073,0,
601.99,2.46073,0,
602.534,2.46073,0,
603.078,2.46073,0,
603.622,2.46073,0,
604.166,2.46073,0,
604.709,2.46073,0,
605.253,2.46073,0,
605.797,2.46073,0,
606.341,2.46073,0,
606.885,2.46073,0,
607.428,2.46073,0,
607.972,2.46073,0,
608.516,2.46073,0,
609.06,2.46073,0,
609.604,2.46073,0,
610.147,2.46073,0,
610.691,2.46073,0,
611.235,2.46073,0,
611.779,2.46073,0,
612.323,2.46073,0,
612.867,2.46073,0,
613.41,2.46073,0,
613.954,2.46073,0,
614.498,2.46073,0,
615.042,2.46073,0,
615.586,2.46073,0,
616.129,2.46073,0,
616.673,2.46073,0,
617.217,2.46073,0,
617.761,2.46073,0,
618.305,2.46073,0,
